# curie_map:
#   g7ai: "https://w3id.org/bom/req/g7ai/"
#   bom: "https://w3id.org/bom/"
#   mldcatap: "http://data.europa.eu/it6/"
#   dcat: "http://www.w3.org/ns/dcat#"
#   dcterms: "http://purl.org/dc/terms/"
#   mls: "http://www.w3.org/ns/mls#"
#   adms: "http://www.w3.org/ns/adms#"
#   ai: "https://w3id.org/dpv/ai#"
#   dpv: "https://w3id.org/dpv#"
#   schema: "https://schema.org/"
#   skos: "http://www.w3.org/2004/02/skos/core#"
#   semapv: "https://w3id.org/semapv/vocab/"
# mapping_set_id: "https://w3id.org/bom/mapping/g7ai-to-semic"
# mapping_set_version: "0.1.0"
# mapping_set_title: "G7 SBOM for AI minimum elements <-> SEMIC vocabularies"
# mapping_set_description: "Maps the 50 minimum-element concepts from 'SBOM for Artificial Intelligence - Minimum Elements' (G7 Cybersecurity Working Group, 2026-05-12) to terms from DCAT-AP (dcat:, dcterms:), MLDCAT-AP 3.1.0 (mldcatap: = http://data.europa.eu/it6/), W3C Machine Learning Schema (mls:), W3C Data Privacy Vocabulary (dpv:), ADMS (adms:) and Schema.org (schema:). The mldcatap: prefix is an alias for the opaque namespace http://data.europa.eu/it6/ used in MLDCAT-AP; see https://semiceu.github.io/MLDCAT-AP/releases/3.1.0/. Concepts without a meaningful external-vocab mapping (Document author signature, data flow, hash algorithm/value, vulnerability referencing, cybersecurity policy, security controls) are omitted. The bom: bridge concept in see_also is the shared abstraction linking G7 AI to this vocabulary layer and to SPDX 3.1."
# license: "https://creativecommons.org/publicdomain/zero/1.0/"
# creator_id:
#   - "orcid:0000-0002-9698-1899"
# mapping_date: "2026-06-17"
# subject_source: "https://w3id.org/bom/req/g7ai/"
# object_source: "https://semiceu.github.io/MLDCAT-AP/releases/3.1.0/"
# see_also:
#   - "https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/KI/SBOM-for-AI_minimum-elements.pdf?__blob=publicationFile&v=4"
#   - "https://w3id.org/bom/"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	see_also	comment
g7ai:sbom-dependency-relationship	SBOM dependency relationship	skos:relatedMatch	dcterms:hasPart	hasPart	semapv:ManualMappingCuration	bom:doc-dependency-relationship	dcterms:hasPart approximates containment relationships; typed dependencies (DEPENDS_ON, CONTAINS, etc.) require a richer vocabulary; relatedMatch
g7ai:system-name	System name	skos:exactMatch	schema:name	name	semapv:ManualMappingCuration	bom:component-name	schema:name on the schema:SoftwareApplication describing the AI system
g7ai:system-name	System name	skos:relatedMatch	dcterms:title	title	semapv:ManualMappingCuration	bom:component-name	dcterms:title is formally "a name given to the resource"; relatedMatch — title implies a formal heading while system-name is a product identifier
g7ai:system-components	System components	skos:relatedMatch	dcterms:hasPart	hasPart	semapv:ManualMappingCuration	bom:doc-primary-component	dcterms:hasPart ("a related resource included physically or logically in the described resource") approximates the component-of relationship
g7ai:system-producer	System producer	skos:relatedMatch	dcterms:publisher	publisher	semapv:ManualMappingCuration	bom:component-supplier	dcterms:publisher covers the distribution role; relatedMatch because producer also covers the manufacturing/development role
g7ai:system-producer	System producer	skos:relatedMatch	schema:manufacturer	manufacturer	semapv:ManualMappingCuration	bom:component-supplier	schema:manufacturer covers the manufacturing/development role of the AI system producer
g7ai:system-version	System version	skos:closeMatch	schema:softwareVersion	softwareVersion	semapv:ManualMappingCuration	bom:component-version	schema:softwareVersion on a schema:SoftwareApplication carries the AI system release version
g7ai:system-version	System version	skos:relatedMatch	dcat:version	version	semapv:ManualMappingCuration	bom:component-version	dcat:version is the generic version indicator; relatedMatch because it applies to catalogued datasets/resources rather than software specifically
g7ai:system-timestamp	System timestamp	skos:closeMatch	schema:datePublished	datePublished	semapv:ManualMappingCuration	bom:component-timestamp	schema:datePublished is the release/publication date of the AI system — close match for a formal release timestamp
g7ai:system-timestamp	System timestamp	skos:relatedMatch	dcterms:issued	issued	semapv:ManualMappingCuration	bom:component-timestamp	dcterms:issued is "date of formal issuance/publication"; relatedMatch for release timestamp; dcterms:created would match a build time
g7ai:system-data-usage	System data usage	skos:relatedMatch	dpv:hasPersonalData	hasPersonalData	semapv:ManualMappingCuration	bom:ai-data-usage	DPV dpv:hasPersonalData captures whether the system processes personal data — covers the sensitivity dimension of data usage
g7ai:system-data-usage	System data usage	skos:relatedMatch	dcterms:accessRights	accessRights	semapv:ManualMappingCuration	bom:ai-data-usage	dcterms:accessRights covers data access/sensitivity constraints; relatedMatch for the restrictions dimension of data usage
g7ai:system-input-output-properties	System input/output properties	skos:relatedMatch	mls:hasInput	hasInput	semapv:ManualMappingCuration	bom:ai-io-properties	mls:hasInput is a property of mls:Run describing consumed data; approximates model input modalities; relatedMatch because it applies to training runs not deployed inference
g7ai:system-input-output-properties	System input/output properties	skos:relatedMatch	mls:hasOutput	hasOutput	semapv:ManualMappingCuration	bom:ai-io-properties	mls:hasOutput on a mls:Run; approximates model output type; same relatedMatch caveat as hasInput
g7ai:system-input-output-properties	System input/output properties	skos:relatedMatch	mldcatap:intendedUse	intendedUse	semapv:ManualMappingCuration	bom:ai-application-domain	MLDCAT-AP 3.1.0 MachineLearningModel.intendedUse partially covers I/O scope by describing the intended context of use
g7ai:system-intended-application-area	Intended application area	skos:closeMatch	mldcatap:intendedUse	intendedUse	semapv:ManualMappingCuration	bom:ai-application-domain	MLDCAT-AP 3.1.0 MachineLearningModel.intendedUse is the closest single term for intended application area
g7ai:system-intended-application-area	Intended application area	skos:relatedMatch	dcterms:subject	subject	semapv:ManualMappingCuration	bom:ai-application-domain	dcterms:subject captures the topic/domain of the resource; relatedMatch for application domain
g7ai:system-intended-application-area	Intended application area	skos:relatedMatch	mls:Task	Task	semapv:ManualMappingCuration	bom:ai-application-domain	mls:Task in W3C MLS is the ML task type (classification, detection, etc.) — a narrower aspect of application area
g7ai:system-intended-application-area	Intended application area	skos:relatedMatch	schema:applicationCategory	applicationCategory	semapv:ManualMappingCuration	bom:ai-application-domain	schema:applicationCategory on a schema:SoftwareApplication gives the broad application category
g7ai:model-name	Model name	skos:exactMatch	schema:name	name	semapv:ManualMappingCuration	bom:component-name	schema:name on a schema:SoftwareApplication or mldcatap:MachineLearningModel carries the model name
g7ai:model-name	Model name	skos:relatedMatch	dcterms:title	title	semapv:ManualMappingCuration	bom:component-name	dcterms:title as formal name of the resource; relatedMatch — same caveat as system-name
g7ai:model-identifier	Model identifier	skos:closeMatch	dcterms:identifier	identifier	semapv:ManualMappingCuration	bom:component-identifier	dcterms:identifier is "an unambiguous reference to the resource"; covers PURL, DOI, HuggingFace repo URL and other stable IDs
g7ai:model-identifier	Model identifier	skos:closeMatch	schema:identifier	identifier	semapv:ManualMappingCuration	bom:component-identifier	schema:identifier as a structured identifier on schema:SoftwareApplication or schema:Dataset
g7ai:model-version	Model version	skos:closeMatch	schema:softwareVersion	softwareVersion	semapv:ManualMappingCuration	bom:component-version	schema:softwareVersion carries the model weight/checkpoint version
g7ai:model-version	Model version	skos:relatedMatch	dcat:version	version	semapv:ManualMappingCuration	bom:component-version	dcat:version as generic version indicator; relatedMatch
g7ai:model-timestamp	Model timestamp	skos:relatedMatch	dcterms:created	created	semapv:ManualMappingCuration	bom:component-timestamp	dcterms:created for training/build time; relatedMatch because model timestamp can be training date or release date
g7ai:model-timestamp	Model timestamp	skos:relatedMatch	schema:dateCreated	dateCreated	semapv:ManualMappingCuration	bom:component-timestamp	schema:dateCreated for when the model was trained/built; relatedMatch — same ambiguity as dcterms:created
g7ai:model-producer	Model producer	skos:relatedMatch	dcterms:publisher	publisher	semapv:ManualMappingCuration	bom:component-supplier	dcterms:publisher covers the entity making the model available
g7ai:model-producer	Model producer	skos:relatedMatch	schema:manufacturer	manufacturer	semapv:ManualMappingCuration	bom:component-supplier	schema:manufacturer covers the entity that produced/trained the model
g7ai:model-description	Model description	skos:closeMatch	dcterms:description	description	semapv:ManualMappingCuration	bom:component-description	dcterms:description is a free-text account of the resource
g7ai:model-description	Model description	skos:closeMatch	schema:description	description	semapv:ManualMappingCuration	bom:component-description	schema:description on a schema:SoftwareApplication or mldcatap:MachineLearningModel
g7ai:model-properties	Model properties	skos:relatedMatch	mls:Model	Model	semapv:ManualMappingCuration	bom:ai-model-properties	mls:Model in W3C MLS represents a trained model; the class itself subsumes model properties
g7ai:model-properties	Model properties	skos:relatedMatch	mls:Algorithm	Algorithm	semapv:ManualMappingCuration	bom:ai-model-properties	mls:Algorithm covers the model architecture/algorithm dimension of model properties
g7ai:model-properties	Model properties	skos:relatedMatch	mldcatap:MachineLearningModel	MachineLearningModel	semapv:ManualMappingCuration	bom:bom-ai	MLDCAT-AP 3.1.0 MachineLearningModel class subsumes AI-specific properties including bias, limitations, architecture and risk profile
g7ai:model-input-output-properties	Model input/output properties	skos:relatedMatch	mls:hasInput	hasInput	semapv:ManualMappingCuration	bom:ai-io-properties	mls:hasInput on mls:Run; approximates model input modalities at training time
g7ai:model-input-output-properties	Model input/output properties	skos:relatedMatch	mls:hasOutput	hasOutput	semapv:ManualMappingCuration	bom:ai-io-properties	mls:hasOutput on mls:Run; approximates model output type at training time
g7ai:model-input-output-properties	Model input/output properties	skos:relatedMatch	mldcatap:intendedUse	intendedUse	semapv:ManualMappingCuration	bom:ai-application-domain	MLDCAT-AP 3.1.0 MachineLearningModel.intendedUse partially describes I/O scope via intended use context
g7ai:model-training-properties	Model training properties	skos:relatedMatch	mls:Run	Run	semapv:ManualMappingCuration	bom:ai-training-properties	mls:Run represents a training execution with associated hyperparameters and data inputs
g7ai:model-training-properties	Model training properties	skos:relatedMatch	mls:HyperParameter	HyperParameter	semapv:ManualMappingCuration	bom:ai-training-properties	mls:HyperParameter covers the configuration settings used during training
g7ai:model-training-properties	Model training properties	skos:relatedMatch	mldcatap:designSpecifications	designSpecifications	semapv:ManualMappingCuration	bom:ai-training-properties	MLDCAT-AP 3.1.0 MachineLearningModel.designSpecifications covers training methodology and design choices
g7ai:model-training-properties	Model training properties	skos:relatedMatch	mldcatap:trainingProcess	trainingProcess	semapv:ManualMappingCuration	bom:ai-training-properties	MLDCAT-AP 3.1.0 MachineLearningModel.trainingProcess covers the training procedure
g7ai:model-license	Model license	skos:closeMatch	dcterms:license	license	semapv:ManualMappingCuration	bom:component-license	dcterms:license is "a legal document giving official permission to do something with the resource"
g7ai:model-license	Model license	skos:closeMatch	schema:license	license	semapv:ManualMappingCuration	bom:component-license	schema:license on a schema:SoftwareApplication or schema:Dataset carries the license URL or text
g7ai:model-external-references	Model external references	skos:relatedMatch	dcat:landingPage	landingPage	semapv:ManualMappingCuration	bom:component-external-reference	dcat:landingPage links to a primary web page for the resource (model card, Hugging Face page)
g7ai:model-external-references	Model external references	skos:relatedMatch	schema:url	url	semapv:ManualMappingCuration	bom:component-external-reference	schema:url is a generic URL for the item — covers homepage and download links
g7ai:model-external-references	Model external references	skos:relatedMatch	schema:codeRepository	codeRepository	semapv:ManualMappingCuration	bom:component-external-reference	schema:codeRepository on a schema:SoftwareSourceCode or schema:SoftwareApplication points to the source/weights repository
g7ai:dataset-name	Dataset name	skos:exactMatch	schema:name	name	semapv:ManualMappingCuration	bom:component-name	schema:name on a schema:Dataset or dcat:Dataset carries the dataset name
g7ai:dataset-name	Dataset name	skos:relatedMatch	dcterms:title	title	semapv:ManualMappingCuration	bom:component-name	dcterms:title as formal name of the catalogued dataset
g7ai:dataset-description	Dataset description	skos:closeMatch	dcterms:description	description	semapv:ManualMappingCuration	bom:component-description	dcterms:description is a free-text account of the dataset
g7ai:dataset-description	Dataset description	skos:closeMatch	schema:description	description	semapv:ManualMappingCuration	bom:component-description	schema:description on a schema:Dataset
g7ai:dataset-content	Dataset content type	skos:relatedMatch	dcterms:type	type	semapv:ManualMappingCuration	bom:dataset-type	dcterms:type is "the nature or genre of the resource"; relatedMatch for dataset modality/content type
g7ai:dataset-identifier	Dataset identifier	skos:closeMatch	dcterms:identifier	identifier	semapv:ManualMappingCuration	bom:component-identifier	dcterms:identifier covers DOI, URL and other persistent identifiers for datasets
g7ai:dataset-identifier	Dataset identifier	skos:closeMatch	schema:identifier	identifier	semapv:ManualMappingCuration	bom:component-identifier	schema:identifier on a schema:Dataset
g7ai:dataset-provenance	Dataset provenance	skos:relatedMatch	dcterms:provenance	provenance	semapv:ManualMappingCuration	bom:dataset-provenance	dcterms:provenance is "a statement of any changes in ownership and custody"; relatedMatch — dataset provenance in compliance document context covers collection and curation methodology, broader than custody chain
g7ai:dataset-provenance	Dataset provenance	skos:closeMatch	mldcatap:dataProvenance	dataProvenance	semapv:ManualMappingCuration	bom:dataset-provenance	MLDCAT-AP 3.1.0 Dataset.dataProvenance directly covers data origin and provenance information
g7ai:dataset-provenance	Dataset provenance	skos:relatedMatch	mldcatap:collectionMethod	collectionMethod	semapv:ManualMappingCuration	bom:dataset-provenance	MLDCAT-AP 3.1.0 Dataset.collectionMethod covers how the data was collected — a key dimension of provenance
g7ai:dataset-provenance	Dataset provenance	skos:relatedMatch	mldcatap:curationMethod	curationMethod	semapv:ManualMappingCuration	bom:dataset-provenance	MLDCAT-AP 3.1.0 Dataset.curationMethod covers data cleaning and pre-processing — the pre-processing dimension of provenance
g7ai:dataset-statistical-properties	Dataset statistical properties	skos:relatedMatch	mls:DatasetCharacteristic	DatasetCharacteristic	semapv:ManualMappingCuration	bom:dataset-statistical-properties	mls:DatasetCharacteristic in W3C MLS covers measurable properties of a dataset
g7ai:dataset-statistical-properties	Dataset statistical properties	skos:relatedMatch	mldcatap:biasMethod	biasMethod	semapv:ManualMappingCuration	bom:dataset-statistical-properties	MLDCAT-AP 3.1.0 Dataset.biasMethod covers the bias assessment methodology for the dataset — a key statistical property
g7ai:dataset-sensitivity	Dataset sensitivity	skos:closeMatch	dpv:hasPersonalData	hasPersonalData	semapv:ManualMappingCuration	bom:dataset-sensitivity	dpv:hasPersonalData captures whether the dataset contains personal data — the primary sensitivity dimension
g7ai:dataset-sensitivity	Dataset sensitivity	skos:relatedMatch	dcterms:accessRights	accessRights	semapv:ManualMappingCuration	bom:dataset-sensitivity	dcterms:accessRights covers access/confidentiality constraints on the dataset
g7ai:dataset-dependency-relationship	Dataset dependency relationship	skos:relatedMatch	dcterms:relation	relation	semapv:ManualMappingCuration	bom:component-relationship	dcterms:relation is the generic "a related resource" predicate; typed relationships (TRAINED_ON, TESTED_ON) require a richer vocabulary; relatedMatch
g7ai:dataset-license	Dataset license	skos:closeMatch	dcterms:license	license	semapv:ManualMappingCuration	bom:component-license	dcterms:license for the dataset distribution license
g7ai:dataset-license	Dataset license	skos:closeMatch	schema:license	license	semapv:ManualMappingCuration	bom:component-license	schema:license on a schema:Dataset
g7ai:infrastructure-software	Infrastructure software	skos:relatedMatch	mls:Software	Software	semapv:ManualMappingCuration	bom:infra-software	mls:Software in W3C MLS represents ML framework software implementations
g7ai:infrastructure-software	Infrastructure software	skos:relatedMatch	schema:operatingSystem	operatingSystem	semapv:ManualMappingCuration	bom:infra-software	schema:operatingSystem on a schema:SoftwareApplication covers the OS layer of the infrastructure stack
g7ai:infrastructure-software	Infrastructure software	skos:relatedMatch	schema:runtimePlatform	runtimePlatform	semapv:ManualMappingCuration	bom:infra-software	schema:runtimePlatform covers runtime environments (container runtimes, ML framework versions)
g7ai:infrastructure-hardware	Infrastructure hardware	skos:relatedMatch	schema:processorRequirements	processorRequirements	semapv:ManualMappingCuration	bom:infra-hardware	schema:processorRequirements on a schema:SoftwareApplication describes CPU/GPU requirements
g7ai:infrastructure-hardware	Infrastructure hardware	skos:relatedMatch	schema:memoryRequirements	memoryRequirements	semapv:ManualMappingCuration	bom:infra-hardware	schema:memoryRequirements covers RAM and VRAM requirements for AI accelerators
g7ai:infrastructure-hardware	Infrastructure hardware	skos:relatedMatch	schema:storageRequirements	storageRequirements	semapv:ManualMappingCuration	bom:infra-hardware	schema:storageRequirements covers disk/storage requirements for model weights and data
g7ai:security-compliance	Security compliance	skos:relatedMatch	schema:Certification	Certification	semapv:ManualMappingCuration	bom:security-compliance	schema:Certification is a CreativeWork type representing a certification; relatedMatch for conformance to standards/regulations
g7ai:security-compliance	Security compliance	skos:relatedMatch	dcterms:conformsTo	conformsTo	semapv:ManualMappingCuration	bom:security-compliance	dcterms:conformsTo ("an established standard to which the described resource conforms") covers standards compliance declarations
g7ai:security-metrics	Security metrics	skos:relatedMatch	mls:DatasetCharacteristic	DatasetCharacteristic	semapv:ManualMappingCuration	bom:performance-metric	mls:DatasetCharacteristic approximates measurable model evaluation metrics; no direct vocabulary term for security-specific metrics
g7ai:operational-performance-kpis	Operational performance KPIs	skos:relatedMatch	mls:DatasetCharacteristic	DatasetCharacteristic	semapv:ManualMappingCuration	bom:performance-metric	mls:DatasetCharacteristic is the nearest vocabulary term for quantitative model/system performance characteristics
g7ai:system-name	System name	skos:relatedMatch	ai:AISystem	AISystem	semapv:ManualMappingCuration	bom:component-name	DPV AI ai:AISystem is the class of AI systems (DPV 2.3); system name is an attribute of this class; relatedMatch because the concept is the name, not the system class itself
g7ai:system-intended-application-area	Intended application area	skos:relatedMatch	ai:Capability	Capability	semapv:ManualMappingCuration	bom:ai-application-domain	DPV AI ai:Capability represents what an AI system can do in a given domain — directly related to intended application area; relatedMatch because application area is broader than a single capability
g7ai:system-input-output-properties	System input/output properties	skos:relatedMatch	ai:Capability	Capability	semapv:ManualMappingCuration	bom:ai-io-properties	DPV AI ai:Capability subsumes I/O interface characteristics — the capabilities of a system are defined by its inputs and outputs; relatedMatch
g7ai:model-name	Model name	skos:relatedMatch	ai:MachineLearningModel	MachineLearningModel	semapv:ManualMappingCuration	bom:component-name	DPV AI ai:MachineLearningModel is the class of ML models; model name is an attribute of this class; relatedMatch because the concept is the name, not the class
g7ai:model-properties	Model properties	skos:closeMatch	ai:MachineLearningModel	MachineLearningModel	semapv:ManualMappingCuration	bom:ai-model-properties	DPV AI ai:MachineLearningModel subsumes the properties of a trained ML model including architecture, objectives and limitations — close match for the model properties collection
g7ai:model-input-output-properties	Model input/output properties	skos:relatedMatch	ai:Capability	Capability	semapv:ManualMappingCuration	bom:ai-io-properties	DPV AI ai:Capability represents what the model can do — related to but broader than a formal I/O specification
g7ai:model-training-properties	Model training properties	skos:closeMatch	ai:ModelTraining	ModelTraining	semapv:ManualMappingCuration	bom:ai-training-properties	DPV AI ai:ModelTraining is the class representing the model training process including configuration and methodology — close match for training properties
g7ai:dataset-provenance	Dataset provenance	skos:closeMatch	ai:DataCollection	DataCollection	semapv:ManualMappingCuration	bom:dataset-provenance	DPV AI ai:DataCollection covers how training/testing data was gathered — a primary dimension of dataset provenance in AI SBOMs
g7ai:dataset-provenance	Dataset provenance	skos:relatedMatch	ai:DataPreparation	DataPreparation	semapv:ManualMappingCuration	bom:dataset-provenance	DPV AI ai:DataPreparation covers data cleaning and pre-processing steps — the curation dimension of dataset provenance
g7ai:dataset-statistical-properties	Dataset statistical properties	skos:closeMatch	ai:BiasAssessment	BiasAssessment	semapv:ManualMappingCuration	bom:dataset-statistical-properties	DPV AI ai:BiasAssessment covers assessment of biases in the dataset — a key statistical property for AI training/testing datasets
